dx,dy,dz
-0.447559,0.534902,-0.716639
-0.837066,0.159945,-0.523200
-0.107746,0.754403,-0.647508
-0.819679,-0.517433,-0.245744
-0.547680,0.489967,-0.678218
0.735750,0.067407,-0.673891
-0.924787,-0.310185,-0.220349
-0.830725,-0.130547,-0.541159
-0.609681,0.730006,-0.308837
-0.334156,0.289443,-0.896974
-0.225735,0.899229,-0.374742
-0.184867,0.004713,-0.982752
-0.543179,0.617846,-0.568527
0.250491,-0.258021,-0.933102
0.251072,0.509994,-0.822720
0.112183,0.592302,-0.797868
0.206846,0.642417,-0.737913
0.186770,0.821839,-0.538236
0.373277,0.682617,-0.628250
0.510186,-0.291467,-0.809171
-0.864334,-0.244537,-0.439464
0.096535,-0.573483,-0.813510
0.038414,0.921750,-0.385878
-0.326237,-0.498762,-0.802998
0.408722,-0.191576,-0.892326
0.244881,-0.689917,-0.681210
-0.260302,-0.751498,-0.606212
-0.313102,-0.731958,-0.605148
0.012590,0.982964,-0.183366
-0.554335,0.621757,-0.553291
-0.821905,-0.103641,-0.560117
-0.573752,0.617555,-0.537990
-0.545644,-0.800581,-0.247673
-0.098751,-0.945468,-0.310384
-0.355193,0.174282,-0.918403
-0.643486,-0.729419,-0.232107
-0.043707,0.662485,-0.747799
0.644832,0.246466,-0.723496
0.235801,0.631961,-0.738257
0.328586,0.279173,-0.902271
0.319638,0.391791,-0.862747
0.160177,0.177534,-0.970992
0.732752,0.019005,-0.680230
0.295056,-0.108513,-0.949298
-0.240145,-0.380179,-0.893193
-0.038427,-0.122015,-0.991784
-0.332296,-0.814006,-0.476418
-0.956001,0.188987,-0.224379
-0.813965,0.000735,-0.580914
0.458384,0.635063,-0.621754
-0.709120,0.647277,-0.279610
0.884520,0.161349,-0.437710
0.697369,-0.126859,-0.705396
-0.811992,-0.088774,-0.576877
0.271759,0.254200,-0.928186
0.486556,-0.488355,-0.724412
-0.336615,0.589348,-0.734411
-0.524910,0.793048,-0.309102
0.788431,-0.397170,-0.469715
0.931613,-0.257147,-0.256851
-0.375471,-0.180160,-0.909155
-0.525120,-0.733622,-0.431333
-0.458035,0.676557,-0.576605
-0.732845,0.384031,-0.561657
-0.247459,0.892339,-0.377485
0.355477,0.496470,-0.791931
0.294382,0.782692,-0.548391
-0.390938,-0.878043,-0.276057
0.692733,0.188514,-0.696120
-0.408546,0.783608,-0.468027
0.861427,0.435539,-0.261246
0.641964,-0.491408,-0.588558
-0.367164,0.899636,-0.236319
-0.535018,-0.211711,-0.817884
-0.323325,-0.390607,-0.861909
-0.262415,-0.947578,-0.182300
0.562405,-0.802257,-0.200211
0.448924,0.841896,-0.299463
-0.372118,-0.373357,-0.849784
0.359485,0.886810,-0.290412
0.596759,0.487521,-0.637340
-0.278028,0.481192,-0.831357
0.796953,0.123635,-0.591253
0.461504,-0.750462,-0.473097
0.119833,-0.515786,-0.848295
-0.265313,-0.429592,-0.863168
0.187370,-0.475173,-0.859711
-0.885722,-0.080568,-0.457171
0.016250,-0.361723,-0.932144
-0.564694,0.048257,-0.823888
0.258879,-0.595716,-0.760332
-0.012698,-0.167131,-0.985853
-0.000783,-0.468731,-0.883340
-0.776760,-0.182578,-0.602751
-0.847248,-0.244786,-0.471435
-0.763286,-0.115142,-0.635718
-0.827370,0.104511,-0.551848
0.865089,0.113548,-0.488597
0.126080,-0.402628,-0.906639
-0.531689,0.033729,-0.846268
-0.016575,0.892785,-0.450178
0.356711,-0.169958,-0.918625
0.585409,-0.749374,-0.309411
0.420526,0.633476,-0.649512
0.735397,0.347194,-0.581934
0.208471,0.931096,-0.299333
-0.506015,0.344010,-0.790953
-0.248147,-0.601749,-0.759158
-0.746541,-0.001124,-0.665338
0.043641,0.773960,-0.631729
-0.043319,0.082499,-0.995649
0.744288,0.366500,-0.558313
0.388026,0.577975,-0.717900
0.265913,0.880487,-0.392471
-0.159901,0.066157,-0.984914
0.601560,-0.029876,-0.798268
-0.448948,-0.536892,-0.714277
-0.235890,-0.483272,-0.843092
0.312334,0.762232,-0.566966
0.022829,0.742886,-0.669029
-0.247824,0.848583,-0.467430
0.508206,-0.520169,-0.686405
0.248769,0.695479,-0.674109
0.572257,-0.676248,-0.463908
-0.446120,-0.027809,-0.894541
-0.864254,-0.145484,-0.481558
-0.690999,-0.328119,-0.644095
0.336006,0.167936,-0.926767
-0.345626,-0.367807,-0.863284
-0.095899,-0.826869,-0.554157
-0.610872,-0.564865,-0.554763
0.711715,-0.530547,-0.460414
-0.453257,0.570347,-0.685027
0.261626,-0.634258,-0.727509
0.552368,0.410996,-0.725240
0.098778,0.304986,-0.947220
-0.300472,0.686697,-0.661939
0.534471,0.330434,-0.777917
-0.803396,0.260001,-0.535681
-0.064684,0.415989,-0.907066
-0.155434,0.344903,-0.925679
-0.818975,0.094214,-0.566043
-0.529302,0.621781,-0.577259
-0.552685,0.512428,-0.657235
0.675903,-0.492792,-0.548007
0.627989,-0.507816,-0.589706
0.196053,0.925183,-0.324961
-0.223877,0.021905,-0.974371
-0.563970,-0.186835,-0.804382
0.249943,0.778438,-0.575815
0.363452,-0.764852,-0.531887
-0.126354,0.892227,-0.433549
-0.040202,-0.571544,-0.819586
-0.351492,0.497342,-0.793160
-0.034835,0.737940,-0.673967
0.087796,0.091601,-0.991918
-0.433416,0.843609,-0.316977
-0.665644,0.363145,-0.651954
0.082050,0.347926,-0.933925
-0.574377,0.688797,-0.442324
-0.709638,-0.116528,-0.694863
0.150365,-0.676229,-0.721183
0.773085,0.280284,-0.569017
0.077144,-0.801660,-0.592782
-0.598369,-0.364545,-0.713485
-0.772592,-0.061409,-0.631926
0.350250,-0.099388,-0.931368
-0.719582,-0.613735,-0.324855
-0.308376,-0.495659,-0.811927
-0.527250,-0.810827,-0.254101
0.603988,-0.687755,-0.402730
0.339459,-0.751584,-0.565588
-0.034703,-0.484669,-0.874009
0.151845,0.474775,-0.866909
-0.062516,0.519502,-0.852179
-0.906967,0.084746,-0.412587
-0.035606,-0.911598,-0.409538
-0.971713,-0.126014,-0.199733
-0.259038,-0.925281,-0.277047
-0.451311,0.743509,-0.493470
-0.351770,0.326934,-0.877139
-0.826059,0.161541,-0.539937
0.266077,0.394262,-0.879636
-0.588818,-0.050887,-0.806662
0.523323,0.490333,-0.696927
0.641958,-0.584352,-0.496410
-0.020637,-0.155083,-0.987686
-0.004375,-0.756112,-0.654428
0.578706,0.446121,-0.682697
0.188283,0.563791,-0.804170
0.100382,-0.581556,-0.807290
-0.472035,0.470666,-0.745424
0.570841,-0.504839,-0.647517
-0.902478,0.164887,-0.397926
0.666509,0.646966,-0.370406
-0.556349,0.458993,-0.692677
-0.847918,-0.181920,-0.497936
-0.683219,-0.368005,-0.630701
0.072557,-0.273938,-0.959007
0.473888,0.696133,-0.539286
-0.038523,0.737676,-0.674055
-0.715128,0.349901,-0.605113
-0.766514,-0.535179,-0.355019
-0.683116,0.056379,-0.728130
-0.179449,-0.802904,-0.568456
0.667386,0.701184,-0.250872
0.310642,0.689538,-0.654247
-0.939002,0.245105,-0.241246
-0.451539,-0.254965,-0.855047
0.552830,0.112802,-0.825624
0.330737,-0.831348,-0.446625
-0.299281,-0.769618,-0.564021
0.339620,0.008732,-0.940522
0.043981,0.576715,-0.815760
-0.237786,-0.891669,-0.385206
-0.332144,-0.278367,-0.901217
-0.019386,0.053893,-0.998359
-0.772471,0.138203,-0.619829
0.581104,-0.074760,-0.810388
0.749781,0.319922,-0.579205
0.773414,-0.465212,-0.430591
0.901405,-0.346454,-0.259690
-0.139903,0.935741,-0.323752
0.668881,-0.717693,-0.193688
0.179800,-0.202283,-0.962680
-0.504163,0.561280,-0.656342
0.071815,0.943522,-0.323432
0.187692,0.353745,-0.916317
-0.287758,0.636454,-0.715627
0.503309,0.145179,-0.851823
-0.395135,0.412682,-0.820708
0.822498,0.288851,-0.489962
0.020647,-0.601114,-0.798896
0.782585,0.085880,-0.616592
-0.385009,-0.063617,-0.920717
0.587151,0.502587,-0.634555
-0.226911,-0.458942,-0.859001
-0.187069,0.867519,-0.460886
-0.757680,0.353328,-0.548709
-0.379652,-0.199447,-0.903374
0.754115,-0.578165,-0.311505
0.286916,-0.917315,-0.276065
-0.678825,-0.046384,-0.732833
0.626744,-0.253443,-0.736857
-0.082173,-0.604037,-0.792709
0.535042,-0.043637,-0.843698
-0.261597,0.595008,-0.759956
-0.916222,-0.027399,-0.399733
0.807923,-0.321956,-0.493564
-0.215081,0.872946,-0.437841
0.344743,0.533870,-0.772098
0.833033,-0.486166,-0.264005
0.924959,-0.291795,-0.243528
0.180943,-0.631694,-0.753805
0.026498,0.346373,-0.937722
0.612719,0.728948,-0.305303
-0.487520,0.529057,-0.694567
0.131403,-0.216641,-0.967367
-0.316378,-0.769570,-0.554677
-0.001251,0.347498,-0.937680
-0.095993,-0.296017,-0.950347
-0.737888,0.392690,-0.548923
-0.672927,0.686693,-0.274996
0.867857,0.230331,-0.440195
0.906564,0.199645,-0.371866
0.350184,0.832498,-0.429322
0.518348,-0.300811,-0.800517
-0.746614,0.546504,-0.379342
-0.646467,0.426840,-0.632367
0.592254,0.223111,-0.774246
-0.010791,-0.188778,-0.981960
0.283440,0.909397,-0.304400
0.030336,-0.838964,-0.543340
0.578430,-0.246615,-0.777560
-0.751908,0.300881,-0.586604
-0.194861,-0.950555,-0.241815
-0.155924,-0.099322,-0.982763
-0.214103,0.538732,-0.814818
-0.877214,-0.372930,-0.302354
-0.703519,-0.500519,-0.504521
0.043618,0.843503,-0.535350
0.125670,-0.511426,-0.850088
-0.303896,0.784455,-0.540628
-0.270909,0.759377,-0.591569
-0.043890,-0.095123,-0.994498
-0.502743,-0.835234,-0.222786
-0.139043,-0.246012,-0.959242
-0.421504,0.869850,-0.256311
-0.887425,-0.002329,-0.460946
0.930421,-0.283738,-0.231969
-0.179558,0.397269,-0.899965
0.499910,-0.358007,-0.788620
-0.488890,-0.273789,-0.828267
0.326133,-0.277621,-0.903639
0.465188,0.413469,-0.782715
-0.451413,0.478769,-0.752998
0.125989,0.420369,-0.898564
0.686987,0.468785,-0.555238
-0.748266,-0.213501,-0.628105
-0.791807,0.413801,-0.449232
-0.205392,0.899183,-0.386373
-0.567744,0.140186,-0.811181
0.214996,0.856351,-0.469510
-0.560972,0.422919,-0.711653
0.682756,-0.492908,-0.539339
0.397968,-0.214187,-0.892046
0.301133,0.572934,-0.762277
0.332902,-0.858275,-0.390565
0.655739,0.469003,-0.591644
-0.326019,0.177382,-0.928573
0.172127,0.927810,-0.330969
-0.429841,0.637385,-0.639513
-0.125680,-0.464137,-0.876802
0.301872,-0.053031,-0.951872
-0.647923,-0.431398,-0.627767
0.366539,0.087573,-0.926272
0.179895,0.401437,-0.898046
0.656099,0.709872,-0.256156
0.588118,-0.107561,-0.801591
0.144037,-0.346527,-0.926915
-0.003625,-0.213089,-0.977026
-0.198143,0.733367,-0.650317
-0.881919,0.378170,-0.281434
0.524627,0.833663,-0.172551
-0.317087,-0.613803,-0.722981
-0.695699,0.693940,-0.185607
-0.786300,-0.173071,-0.593110
-0.214413,-0.904833,-0.367836
-0.095216,0.880996,-0.463444
-0.899561,-0.259886,-0.351068
-0.246840,0.128756,-0.960464
-0.827734,-0.433592,-0.356166
0.531900,-0.528161,-0.661913
-0.650984,-0.569248,-0.502172
-0.537496,-0.591523,-0.600998
0.040460,0.386450,-0.921423
0.646410,0.434828,-0.626960
-0.949180,-0.136342,-0.283669
-0.898551,-0.212285,-0.384111
-0.254937,-0.127473,-0.958518
-0.283320,0.003603,-0.959019
-0.624869,0.174704,-0.760932
-0.275524,0.253376,-0.927301
0.662293,0.635626,-0.396669
-0.418652,0.071696,-0.905312
0.460949,0.240769,-0.854140
-0.623418,-0.680499,-0.385060
-0.364019,-0.546333,-0.754328
0.063963,0.684632,-0.726077
0.387403,-0.435230,-0.812708
-0.748104,0.469677,-0.468768
0.471724,0.234597,-0.849965
0.520703,-0.747444,-0.412548
0.768560,0.443218,-0.461382
-0.914392,0.152788,-0.374892
-0.756168,0.428187,-0.494839
-0.028852,-0.734421,-0.678081
0.965011,-0.209559,-0.157605
-0.555291,-0.576191,-0.599713
0.020337,-0.360039,-0.932716
-0.671717,-0.224658,-0.705922
-0.473898,0.314317,-0.822572
-0.244068,-0.624182,-0.742177
-0.462276,0.722382,-0.514262
-0.704353,-0.577355,-0.412975
-0.136475,-0.545894,-0.826664
-0.036800,0.314599,-0.948511
-0.359484,0.534811,-0.764688
0.433200,0.525749,-0.732069
0.621181,-0.548177,-0.560032
-0.086080,0.971319,-0.221653
0.689169,-0.575604,-0.440143
-0.037171,-0.898234,-0.437943
-0.686708,-0.032096,-0.726224
0.199944,0.516655,-0.832520
0.501368,0.620405,-0.603099
0.946879,-0.218527,-0.235937
-0.021014,-0.662427,-0.748832
-0.422270,-0.566429,-0.707705
0.813400,0.218753,-0.539005
0.091882,0.174035,-0.980444
-0.824225,-0.203469,-0.528445
-0.078949,0.958016,-0.275633
-0.833512,0.438408,-0.336239
0.370953,0.646682,-0.666481
0.138475,0.219693,-0.965691
0.262529,-0.866334,-0.424904
0.645738,-0.488149,-0.587139
-0.454088,0.867902,-0.201369
0.865073,0.141360,-0.481317
0.794160,0.389514,-0.466465
-0.592654,0.746670,-0.302069
-0.367648,0.307048,-0.877813
0.200707,-0.845704,-0.494471
0.834712,-0.067424,-0.546544
0.828051,0.119858,-0.547691
0.051677,0.698548,-0.713695
0.164038,0.680706,-0.713954
-0.253526,0.743278,-0.619082
-0.285298,-0.136467,-0.948674
-0.387978,0.503692,-0.771860
-0.552608,-0.379231,-0.742165
-0.158719,0.915343,-0.370074
0.023575,-0.739589,-0.672646
0.190199,0.902736,-0.385866
-0.475530,0.643532,-0.599782
0.635108,-0.172141,-0.752997
-0.260657,-0.740105,-0.619921
0.268108,0.586465,-0.764315
0.385089,0.716538,-0.581618
0.046930,0.879151,-0.474227
0.527656,0.397305,-0.750819
0.514327,0.206996,-0.832238
-0.234118,0.683087,-0.691795
-0.218101,-0.029570,-0.975478
-0.132429,0.028692,-0.990777
-0.857129,0.449017,-0.252414
0.468050,0.677844,-0.566971
-0.276319,-0.529166,-0.802266
0.867805,0.115213,-0.483363
-0.613563,-0.643070,-0.458260
0.862876,-0.282736,-0.418934
0.513332,0.748753,-0.419356
-0.053649,-0.189844,-0.980347
0.811620,0.178298,-0.556312
-0.589618,-0.190713,-0.784844
-0.578328,0.075732,-0.812281
0.152320,0.325652,-0.933140
0.308173,0.572444,-0.759828
-0.752208,0.393669,-0.528401
0.793127,-0.190440,-0.578518
0.806736,0.160998,-0.568557
0.184631,0.563756,-0.805041
-0.243569,-0.952113,-0.184810
-0.229146,-0.492936,-0.839349
-0.308916,-0.827713,-0.468468
0.307976,0.174770,-0.935204
0.002805,-0.052927,-0.998594
-0.261260,0.799990,-0.540148
0.952291,0.175325,-0.249806
0.614605,-0.102050,-0.782206
0.179532,-0.735520,-0.653283
-0.136019,0.649257,-0.748308
0.095233,0.756816,-0.646654
0.451906,-0.334573,-0.826948
0.451039,0.581491,-0.677076
-0.238176,0.839153,-0.488973
-0.429935,0.299861,-0.851610
0.329982,0.230046,-0.915527
0.358664,0.187940,-0.914352
0.052541,-0.894552,-0.443864
-0.466461,0.356692,-0.809435
-0.775497,0.378367,-0.505413
-0.785394,0.323644,-0.527646
0.451784,-0.436151,-0.778244
-0.283867,0.295443,-0.912213
-0.475813,0.810830,-0.340817
0.425503,0.739175,-0.522080
-0.881574,0.442152,-0.165316
0.084820,0.868041,-0.489193
0.826154,0.520659,-0.215370
0.723003,-0.494573,-0.482352
0.922285,0.302235,-0.240926
0.278901,0.693719,-0.664054
0.137967,-0.873139,-0.467540
-0.918070,-0.158093,-0.363529
0.838613,0.343879,-0.422463
-0.619275,0.134860,-0.773506
0.945330,0.164287,-0.281711
0.266815,-0.128694,-0.955116
0.216456,0.933155,-0.286998
-0.555221,-0.220556,-0.801925
0.094683,-0.461360,-0.882146
0.453444,-0.457468,-0.764925
0.101529,-0.863431,-0.494145
-0.491236,-0.778271,-0.391128
-0.699836,0.335447,-0.630639
-0.706272,-0.643694,-0.294682
0.150284,-0.751274,-0.642653
-0.168120,0.856679,-0.487684
0.187716,0.487489,-0.852712
0.037578,-0.939137,-0.341480
0.844729,-0.166792,-0.508540
-0.441698,0.878418,-0.182438
0.720501,-0.073602,-0.689537
-0.924074,-0.268277,-0.272241
0.218773,-0.830450,-0.512339
0.713023,0.071492,-0.697486
-0.490140,-0.545150,-0.680128
0.836774,-0.084040,-0.541060
-0.538381,0.746049,-0.391863
0.025409,-0.537144,-0.843108
-0.784295,0.044349,-0.618801
-0.639790,-0.396971,-0.658090
0.029615,0.473638,-0.880222
-0.744523,0.631555,-0.216389
-0.758189,0.186658,-0.624747
0.787701,0.060365,-0.613093
-0.250977,0.556579,-0.791979
-0.216742,-0.537670,-0.814821
-0.162791,0.617653,-0.769418
0.716477,-0.610986,-0.336686
-0.136531,0.933322,-0.332068
0.265404,0.402500,-0.876102
-0.758770,0.449278,-0.471612
-0.486905,-0.232030,-0.842073
-0.059425,-0.606575,-0.792802
-0.167591,0.293144,-0.941265
-0.635799,0.306491,-0.708394
-0.675584,0.504693,-0.537467
0.798595,0.487572,-0.352873
-0.252453,0.218775,-0.942552
-0.790917,-0.392121,-0.469777
0.725237,0.642697,-0.246923
0.660488,0.029443,-0.750259
-0.363652,0.744180,-0.560315
0.966805,0.055676,-0.249376
-0.805783,-0.080556,-0.586707
-0.224796,0.854755,-0.467826
-0.765217,-0.084972,-0.638140
-0.709103,0.438149,-0.552448
0.669416,-0.500131,-0.549319
0.397331,0.566104,-0.722256
-0.659796,0.526904,-0.535762
0.941815,-0.075284,-0.327594
-0.319415,-0.775637,-0.544392
-0.161360,0.634646,-0.755770
-0.838061,-0.093921,-0.537431
0.494646,-0.357061,-0.792359
-0.691727,-0.293485,-0.659833
0.050946,0.471833,-0.880215
-0.729683,0.074944,-0.679667
-0.196750,-0.502676,-0.841787
-0.445822,0.889013,-0.104392
-0.809420,0.188958,-0.555999
0.469646,-0.126296,-0.873774
0.542281,0.572751,-0.614726
0.654498,0.366714,-0.661176
0.698535,-0.519285,-0.492333
0.371983,0.827919,-0.419736
-0.707595,-0.665536,-0.237428
0.756838,0.417656,-0.502752
0.513329,-0.385344,-0.766814
0.897779,0.237364,-0.371013
-0.352307,-0.477540,-0.804882
0.277913,0.723288,-0.632154
0.920410,-0.070332,-0.384575
0.741036,0.214718,-0.636209
-0.886631,0.141099,-0.440427
-0.917873,0.170782,-0.358249
0.375143,0.348939,-0.858784
0.692236,0.262366,-0.672290
0.341583,-0.512224,-0.788003
0.347733,0.752696,-0.559045
0.821992,-0.348103,-0.450725
-0.725128,-0.247591,-0.642564
0.356020,0.899652,-0.252736
0.640374,-0.225900,-0.734092
0.531314,-0.744798,-0.403709
-0.136350,-0.146654,-0.979746
-0.796503,0.500939,-0.338589
-0.197370,0.943164,-0.267369
0.597234,-0.180658,-0.781456
-0.796801,-0.450092,-0.403145
-0.049845,0.349235,-0.935708
0.617092,0.066726,-0.784057
-0.548272,0.694122,-0.466468
-0.430762,0.564570,-0.704063
-0.010288,-0.057512,-0.998292
0.329555,-0.306546,-0.892986
0.957407,-0.146318,-0.248924
0.904839,-0.252592,-0.342730
0.476967,0.524931,-0.704947
-0.926454,-0.069314,-0.369970
0.068753,-0.776410,-0.626466
-0.922366,-0.169117,-0.347334
-0.132454,-0.866337,-0.481576
-0.238455,0.170217,-0.956120
-0.480161,0.583196,-0.655231
-0.683541,-0.511617,-0.520596
-0.722385,-0.195972,-0.663141
0.128144,0.688942,-0.713399
-0.546705,-0.729170,-0.411613
0.795553,0.390298,-0.463425
0.242802,0.627830,-0.739511
0.167019,-0.859405,-0.483247
0.335782,0.380129,-0.861831
0.054238,0.969396,-0.239437
-0.844271,0.516315,-0.143614
-0.640337,0.589194,-0.492766
-0.029990,-0.958068,-0.284969
-0.088959,0.913820,-0.396257
-0.282784,0.791071,-0.542439
0.310884,0.772677,-0.553464
0.251812,0.724097,-0.642086
-0.063109,-0.533223,-0.843618
-0.328928,-0.310888,-0.891715
-0.804613,-0.279583,-0.523862
0.430132,-0.119985,-0.894757
-0.880642,-0.173183,-0.440996
-0.110682,-0.090447,-0.989732
-0.970414,-0.153110,-0.186691
-0.190595,-0.902580,-0.386034
-0.570271,0.256426,-0.780408
-0.867036,-0.462618,-0.185019
-0.348928,-0.173961,-0.920862
0.434206,-0.681863,-0.588667
-0.635861,0.352020,-0.686850
-0.820911,-0.324247,-0.470073
0.257060,0.072187,-0.963695
0.571735,-0.475941,-0.668280
0.707163,-0.455027,-0.541176
-0.483000,-0.184140,-0.856039
-0.329054,0.841094,-0.429284
0.099722,-0.437566,-0.893639
0.139951,-0.324102,-0.935613
0.287108,-0.622518,-0.728039
-0.414077,0.422682,-0.806151
0.806474,-0.290865,-0.514780
0.219832,-0.889883,-0.399728
-0.402101,-0.204921,-0.892369
-0.481453,-0.827350,-0.289302
-0.627704,0.534139,-0.566289
0.897423,-0.363794,-0.249572
-0.608576,-0.617890,-0.497842
0.071443,0.776552,-0.625989
0.544479,-0.418905,-0.726678
0.100974,0.344531,-0.933329
-0.925273,0.168054,-0.340042
-0.086934,-0.080511,-0.992955
0.185071,0.950256,-0.250525
-0.319386,-0.913362,-0.252513
0.264578,0.776407,-0.572006
-0.280250,-0.749624,-0.599603
-0.757634,0.522734,-0.390820
0.616958,0.584212,-0.527313
-0.892422,-0.116782,-0.435826
0.826723,-0.499528,-0.258845
0.647936,-0.281879,-0.707618
-0.206922,-0.862108,-0.462550
-0.942236,0.032812,-0.333340
0.640055,-0.052416,-0.766539
-0.016354,-0.076495,-0.996936
0.575037,0.361368,-0.733993
-0.738576,0.384575,-0.553721
0.323355,-0.401392,-0.856928
-0.453500,0.794379,-0.404104
0.296896,0.296617,-0.907673
-0.081467,0.815801,-0.572567
-0.214765,-0.549240,-0.807596
-0.631387,-0.388521,-0.671120
-0.481558,0.663971,-0.572052
-0.789089,0.133811,-0.599528
-0.817911,0.524783,-0.235849
-0.411884,0.851877,-0.323508
0.881381,-0.006304,-0.472365
0.430729,0.864404,-0.259382
-0.662590,0.306616,-0.683346
-0.527981,-0.181567,-0.829620
-0.067868,0.172146,-0.982731
-0.009629,-0.053974,-0.998496
0.257781,0.136831,-0.956465
0.947802,0.033522,-0.317094
0.856263,0.355921,-0.374345
0.601402,0.630173,-0.491119
0.628898,-0.598039,-0.496827
-0.401706,-0.114699,-0.908557
-0.209099,-0.390596,-0.896500
0.508516,0.827556,-0.237828
-0.482180,0.809292,-0.335484
0.181149,-0.580082,-0.794160
-0.166428,-0.528580,-0.832409
-0.653926,0.704718,-0.275234
0.821415,0.162777,-0.546609
0.030835,0.501516,-0.864599
-0.410225,0.253181,-0.876136
0.147280,0.973270,-0.176220
-0.751095,-0.520691,-0.405879
0.339579,0.484238,-0.806350
0.699377,-0.294222,-0.651387
-0.235939,0.925223,-0.297144
-0.747410,0.367429,-0.553510
0.019765,-0.574014,-0.818607
-0.116558,0.550934,-0.826369
0.543625,0.235836,-0.805514
0.213915,-0.723308,-0.656556
-0.563152,0.124214,-0.816965
0.364453,-0.161196,-0.917164
0.692828,-0.379072,-0.613428
-0.029237,-0.709070,-0.704532
0.351758,-0.264142,-0.898051
0.122773,0.044722,-0.991427
0.798304,-0.422404,-0.429285
0.659767,0.026176,-0.751014
-0.837640,-0.411610,-0.359076
-0.337258,0.038404,-0.940629
0.105474,0.874126,-0.474109
0.318602,-0.925083,-0.206672
-0.670959,0.526483,-0.522140
-0.155106,-0.638052,-0.754209
-0.112540,0.896198,-0.429142
0.058418,-0.689701,-0.721734
-0.194739,0.716795,-0.669539
-0.465047,0.753996,-0.463919
0.675847,-0.489378,-0.551126
-0.016758,-0.134264,-0.990804
0.352901,0.416561,-0.837817
-0.132100,0.064711,-0.989122
0.736426,-0.073672,-0.672494
0.751712,-0.463722,-0.468925
-0.027938,-0.848476,-0.528495
-0.348957,0.548640,-0.759752
-0.887051,-0.414992,-0.202294
0.803486,-0.362617,-0.472143
0.182935,0.207888,-0.960894
-0.157408,-0.936382,-0.313706
-0.937239,0.241221,-0.251784
-0.929422,0.018731,-0.368543
-0.498557,0.149314,-0.853901
-0.650574,-0.334391,-0.681862
-0.831885,-0.247554,-0.496673
-0.781022,0.470838,-0.410265
0.237992,0.395889,-0.886922
-0.693309,-0.001916,-0.720638
-0.414287,-0.814765,-0.405615
-0.088907,0.906504,-0.412730
-0.833067,-0.013127,-0.553017
0.147575,-0.688243,-0.710312
0.739390,-0.320835,-0.591918
0.492671,-0.628513,-0.601869
0.576428,-0.160145,-0.801302
-0.523532,0.521701,-0.673603
-0.734771,0.553123,-0.392641
0.297585,-0.932462,-0.204835
-0.941940,-0.173910,-0.287234
-0.008995,0.679056,-0.734032
-0.316342,-0.257688,-0.912976
0.931206,0.107662,-0.348231
0.098365,-0.960126,-0.261692
-0.764248,0.526997,-0.371752
-0.879136,-0.162805,-0.447900
0.197981,0.759984,-0.619054
-0.781294,0.232527,-0.579233
0.026171,-0.634360,-0.772595
0.431357,0.589776,-0.682712
-0.292584,-0.806152,-0.514309
0.051978,0.436831,-0.898040
-0.410522,-0.528433,-0.743122
0.619709,-0.327200,-0.713373
0.805586,-0.445689,-0.390375
0.458609,-0.796986,-0.393054
0.590535,-0.404481,-0.698329
0.380039,-0.138131,-0.914598
0.086026,0.337184,-0.937500
-0.514910,-0.645783,-0.563765
0.041820,0.703591,-0.709374
-0.105983,-0.876686,-0.469243
